Nombre,Código UTA 2020,Latitud,Longitud,Provincia,Población INDEC,Hogares con agua de red pública,Hogares con desague de cloaca a red pública,Hogares con red de gas,Hogares con heladera,"Total de hogares para variable agua de red pública, gas y heladera",Total de hogares para variable cloaca a red pública,Hogares con tenencia irregular de terreno o vivienda,Cantidad total de viviendas,Hogares con déficit habitacional cuantitativo simple,Hogares con déficit habitacional cuantitativo compuesto,Viviendas irrecuperables,Hogares con Necesidades Básicas Insatisfechas,Hogares con hacinamiento crítico
san jeronimo,82105,-32.2399352,-61.231266,santa fe,80840.0,84.0,40.0,28.0,94.0,25662.0,25711.0,12.0,24356.0,5.0,7.0,521.0,6.0,3.0
yavi,38112,-22.32981174,-65.82598231,jujuy,20806.0,87.0,51.0,0.0,59.0,5625.0,5668.0,14.0,4793.0,14.0,34.0,1106.0,16.0,6.0
el cuy,62035,-39.866718292,-68.703437805,rio negro,5280.0,53.0,0.0,0.0,70.0,1869.0,1872.0,12.0,1749.0,6.0,14.0,148.0,18.0,6.0
pergamino,6623,-33.5893048,-60.7727646,buenos aires,104590.0,91.0,66.0,39.0,96.0,34768.0,34817.0,10.0,33511.0,3.0,5.0,617.0,4.0,2.0
villa gesell,6868,-37.336673158,-57.032501469,buenos aires,31730.0,89.0,48.0,43.0,95.0,10374.0,10508.0,14.0,9971.0,3.0,7.0,424.0,8.0,4.0
general paz,6343,-35.451905725,-58.269541772,buenos aires,11202.0,71.0,42.0,55.0,97.0,3782.0,3789.0,10.0,3647.0,3.0,6.0,118.0,4.0,2.0
atreuco,42007,-37.126296112,-63.82921122,la pampa,10153.0,89.0,35.0,83.0,97.0,3586.0,3605.0,8.0,3499.0,2.0,2.0,19.0,1.0,0.0
25 de mayo,62091,-41.5127138,-69.51735638,rio negro,15743.0,86.0,3.0,51.0,74.0,4673.0,4701.0,14.0,4511.0,3.0,7.0,180.0,12.0,5.0
rawson,70077,-31.6492,-68.5015,san juan,114368.0,94.0,13.0,60.0,94.0,29520.0,29534.0,20.0,26331.0,10.0,16.0,1760.0,9.0,5.0
general juan madariaga,6315,-37.024627686,-56.956073761,buenos aires,19747.0,41.0,49.0,86.0,98.0,6332.0,6342.0,14.0,6162.0,2.0,5.0,158.0,7.0,3.0
presidencia de la plaza,22119,-26.84889313,-59.87023116,chaco,12499.0,81.0,29.0,0.0,74.0,3416.0,3422.0,28.0,3184.0,6.0,14.0,269.0,20.0,8.0
albardon,70007,-31.326969147,-68.417236328,san juan,23888.0,94.0,11.0,19.0,89.0,5863.0,5874.0,24.0,5398.0,7.0,18.0,603.0,15.0,7.0
punta indio,6655,-35.350566,-57.297616,buenos aires,9888.0,76.0,52.0,69.0,97.0,3413.0,3431.0,10.0,3361.0,1.0,6.0,185.0,6.0,1.0
lezama,6466,-35.874824873,-57.896422676,buenos aires,,,,,,,,,,,,,,
tolhuin,94035,-54.511386755,-67.195804464,tierra del fuego antartida e islas del atlantico sur,,,,,,,,,,,,,,
castro barros,46021,-28.9634753,-66.99905992,la rioja,4268.0,98.0,0.0,0.0,92.0,1328.0,1334.0,10.0,1302.0,1.0,3.0,24.0,5.0,2.0
general san martin,46091,-31.692226058,-65.886039021,la rioja,4944.0,75.0,0.0,0.0,74.0,1297.0,1303.0,11.0,1269.0,2.0,8.0,86.0,22.0,9.0
zarate,6882,-33.9804188,-59.2846864,buenos aires,114269.0,93.0,62.0,59.0,96.0,34013.0,34051.0,12.0,31115.0,8.0,13.0,1631.0,9.0,4.0
9 de julio,22105,-27.017018676,-61.187428084,chaco,28555.0,13.0,0.0,0.0,79.0,7798.0,7810.0,21.0,7416.0,4.0,12.0,608.0,20.0,5.0
jimenez,86091,-26.688954306,-64.454471239,santiago del estero,14352.0,62.0,0.0,0.0,74.0,3586.0,3591.0,12.0,2019.0,43.0,50.0,230.0,24.0,8.0
libertad,22077,-27.269456708,-59.211222328,chaco,12158.0,83.0,42.0,0.0,87.0,3237.0,3240.0,22.0,15129.0,4.0,9.0,2437.0,13.0,0.0
avellaneda,86028,-28.70814175,-63.1050531,santiago del estero,20763.0,46.0,0.0,0.0,56.0,4897.0,4897.0,28.0,3897.0,20.0,45.0,1205.0,28.0,12.0
rio grande,94007,-52.884128633,-68.448783124,tierra del fuego antartida e islas del atlantico sur,70042.0,93.0,90.0,91.0,95.0,21410.0,21495.0,16.0,19790.0,7.0,18.0,2399.0,15.0,2.0
rivadavia,86154,-29.83512,-62.16991,santiago del estero,5015.0,42.0,0.0,0.0,92.0,1468.0,1470.0,10.0,1379.0,6.0,9.0,44.0,8.0,1.0
comuna 7,2007,-34.63680708,-58.458269851,ciudad de buenos aires,220591.0,99.0,97.0,87.0,94.0,80628.0,81651.0,13.0,73034.0,10.0,11.0,391.0,8.0,2.0
catrilo,42028,-36.67294558,-63.66446349,la pampa,7293.0,87.0,10.0,75.0,97.0,2389.0,2395.0,8.0,2304.0,3.0,5.0,52.0,4.0,1.0
rinconada,38049,-22.53894,-65.96138,jujuy,2488.0,46.0,0.0,0.0,15.0,553.0,570.0,15.0,520.0,5.0,36.0,168.0,25.0,5.0
san blas de los sauces,46119,-28.320748457,-67.053376066,la rioja,3927.0,91.0,0.0,0.0,89.0,1087.0,1094.0,13.0,1047.0,3.0,12.0,91.0,14.0,3.0
las flores,6455,-36.3036243,-59.3193839,buenos aires,23871.0,89.0,60.0,43.0,95.0,8213.0,8230.0,11.0,7924.0,3.0,5.0,145.0,4.0,1.0
rivadavia,6679,-35.4640821,-62.8552805,buenos aires,17143.0,65.0,45.0,76.0,95.0,5483.0,5489.0,11.0,5239.0,4.0,6.0,101.0,5.0,2.0
mayor luis j fontana,22098,-27.689552867,-60.834887832,chaco,55080.0,76.0,27.0,0.0,84.0,15495.0,15515.0,21.0,14388.0,7.0,10.0,587.0,19.0,6.0
islas del atlantico sur,94021,-51.806531825,-58.959658956,tierra del fuego antartida e islas del atlantico sur,,,,,,,,,,,,,,
comuna 5,2005,-34.609227689,-58.421745225,ciudad de buenos aires,179005.0,99.0,98.0,97.0,97.0,76282.0,76999.0,11.0,73226.0,4.0,5.0,216.0,6.0,1.0
saavedra,6700,-37.724466063,-62.10173503,buenos aires,20749.0,92.0,67.0,22.0,96.0,7315.0,7354.0,7.0,7187.0,1.0,2.0,30.0,1.0,0.0
norquinco,62056,-41.68252462,-70.71325062,rio negro,1736.0,38.0,0.0,20.0,35.0,637.0,643.0,13.0,455.0,28.0,33.0,31.0,15.0,2.0
general guido,6308,-36.6656205,-58.0745242,buenos aires,2816.0,70.0,0.0,53.0,96.0,1005.0,1011.0,11.0,998.0,0.0,4.0,43.0,3.0,1.0
coronel dorrego,6189,-38.7655502,-61.4127594,buenos aires,15825.0,88.0,62.0,49.0,98.0,8097.0,5707.0,10.0,5586.0,1.0,2.0,60.0,2.0,1.0
25 de mayo,6854,-35.2813845,-60.2618183,buenos aires,35842.0,83.0,39.0,74.0,96.0,12416.0,12447.0,10.0,12029.0,3.0,5.0,0.0,4.0,2.0
9 de julio,70063,-31.702191264,-68.368622065,san juan,9307.0,84.0,5.0,0.0,88.0,2221.0,2222.0,20.0,2065.0,7.0,25.0,406.0,17.0,10.0
bermejo,22014,-26.921750385,-58.778745968,chaco,25052.0,80.0,11.0,0.0,82.0,7128.0,7152.0,23.0,6799.0,4.0,12.0,531.0,13.0,6.0
marcos juarez,14063,-32.62947464,-62.309131622,cordoba,104205.0,83.0,35.0,60.0,98.0,35476.0,35577.0,7.0,34404.0,3.0,3.0,253.0,3.0,1.0
corrientes capital,18021,-27.4064,-58.782760001,corrientes,358223.0,98.0,73.0,0.0,92.0,96993.0,97110.0,15.0,86544.0,10.0,15.0,4112.0,11.0,5.0
la plata,6441,-35.038806067,-58.059306162,buenos aires,654324.0,91.0,70.0,46.0,96.0,221313.0,221723.0,11.0,209888.0,5.0,9.0,13288.0,8.0,2.0
huiliches,58049,-39.73103584,-71.07764941,neuquen,14725.0,84.0,76.0,79.0,84.0,4222.0,4286.0,15.0,4019.0,4.0,11.0,270.0,16.0,5.0
el carmen,38014,-24.426210403,-65.107406616,jujuy,97039.0,93.0,42.0,28.0,83.0,23324.0,23357.0,17.0,19316.0,17.0,26.0,2057.0,22.0,11.0
rojas,6686,-34.2433108,-60.532499,buenos aires,23432.0,91.0,66.0,42.0,91.0,8010.0,8017.0,9.0,7717.0,3.0,4.0,107.0,3.0,1.0
la paz,10070,-28.71805191,-65.296485901,catamarca,22638.0,89.0,16.0,5.0,85.0,6093.0,6115.0,9.0,5768.0,5.0,13.0,492.0,17.0,8.0
general obligado,82049,-28.6765561,-59.7497004,santa fe,176410.0,78.0,39.0,0.0,87.0,49969.0,50048.0,16.0,45473.0,8.0,13.0,2493.0,11.0,6.0
salavina,86168,-29.034310364,-63.338746612,santiago del estero,11217.0,32.0,0.0,0.0,60.0,2718.0,2723.0,32.0,2652.0,2.0,46.0,1199.0,25.0,9.0
banda,86035,-27.59548811,-64.41117012,santiago del estero,142279.0,89.0,28.0,28.0,86.0,35244.0,35275.0,13.0,33132.0,5.0,12.0,2226.0,16.0,8.0
patagones,6602,-40.8136857,-62.6629984,buenos aires,30207.0,90.0,51.0,63.0,96.0,10183.0,10207.0,13.0,9801.0,3.0,7.0,362.0,9.0,4.0
la matanza,6427,-34.714172889,-58.508904377,buenos aires,1775816.0,72.0,45.0,52.0,93.0,484909.0,485123.0,16.0,405338.0,16.0,20.0,21724.0,11.0,5.0
esquina,18049,-30.0784368,-59.4055912,corrientes,30802.0,57.0,36.0,0.0,77.0,8108.0,8141.0,24.0,7770.0,4.0,19.0,1256.0,17.0,8.0
garay,82035,-31.1523125,-60.1365521,santa fe,20890.0,57.0,0.0,0.0,81.0,5860.0,5882.0,22.0,5571.0,4.0,11.0,388.0,14.0,9.0
merlo,6539,-34.708542242,-58.679586725,buenos aires,528494.0,45.0,20.0,48.0,95.0,147716.0,147784.0,15.0,135383.0,8.0,13.0,7227.0,11.0,5.0
robles,86161,-27.84078886,-63.93408912,santiago del estero,44415.0,83.0,1.0,0.0,73.0,10609.0,10631.0,17.0,9201.0,13.0,19.0,664.0,24.0,11.0
belen,10035,-26.94426,-66.73487,catamarca,27843.0,90.0,43.0,0.0,81.0,6817.0,6875.0,12.0,6288.0,7.0,13.0,383.0,17.0,4.0
carlos casares,6147,-35.83601,-61.43436,buenos aires,22237.0,82.0,65.0,63.0,96.0,7775.0,7799.0,9.0,7504.0,3.0,4.0,93.0,4.0,2.0
ituzaingo,6410,-34.644055116,-58.688489333,buenos aires,167824.0,13.0,8.0,56.0,96.0,51444.0,51505.0,11.0,48074.0,6.0,8.0,1079.0,4.0,2.0
monte caseros,18112,-30.47490444,-57.98344137,corrientes,36338.0,88.0,73.0,0.0,91.0,10543.0,10575.0,19.0,10119.0,4.0,12.0,850.0,12.0,4.0
lomas de zamora,6490,-34.737902715,-58.440675369,buenos aires,616279.0,97.0,30.0,22.0,96.0,188844.0,188982.0,12.0,167304.0,11.0,14.0,5614.0,8.0,4.0
9 de julio,6588,-35.6497312,-61.0228986,buenos aires,47722.0,85.0,62.0,41.0,95.0,16308.0,16344.0,9.0,15833.0,2.0,4.0,192.0,3.0,2.0
general pueyrredon,6357,-37.807662538,-57.629890858,buenos aires,618989.0,92.0,81.0,63.0,97.0,209794.0,210412.0,12.0,201039.0,4.0,6.0,4314.0,4.0,2.0
rauch,6672,-36.3845307,-59.0051146,buenos aires,15176.0,84.0,77.0,33.0,94.0,5325.0,5336.0,11.0,5200.0,2.0,3.0,55.0,2.0,1.0
molinos,66119,-25.394729614,-66.38092804,salta,5652.0,49.0,19.0,0.0,37.0,1191.0,1201.0,25.0,1105.0,7.0,59.0,620.0,26.0,7.0
canuelas,6134,-35.2637758,-58.6725328,buenos aires,51892.0,33.0,31.0,72.0,96.0,15312.0,15333.0,12.0,14650.0,4.0,11.0,674.0,10.0,5.0
general alvear,18056,-29.106201172,-56.559669495,corrientes,7926.0,85.0,17.0,0.0,84.0,24344.0,2396.0,26.0,22914.0,5.0,12.0,2912.0,12.0,4.0
comuna 15,2015,-34.592944247,-58.488671416,ciudad de buenos aires,182574.0,99.0,98.0,95.0,98.0,71948.0,72585.0,12.0,69033.0,4.0,5.0,408.0,4.0,1.0
bahia blanca,6056,-38.683874619,-62.215956312,buenos aires,301572.0,98.0,80.0,80.0,97.0,105342.0,105532.0,10.0,102037.0,3.0,5.0,1379.0,3.0,2.0
comuna 3,2003,-34.609099774,-58.40306252,ciudad de buenos aires,187537.0,99.0,98.0,95.0,95.0,79473.0,80764.0,11.0,75605.0,6.0,6.0,369.0,11.0,2.0
lujan de cuyo,50063,-33.32638993,-68.92342084,mendoza,119888.0,88.0,55.0,70.0,95.0,32233.0,32312.0,15.0,29548.0,8.0,11.0,974.0,6.0,3.0
rio seco,14112,-29.8135599,-63.75524,cordoba,13242.0,74.0,0.0,0.0,83.0,3846.0,3858.0,10.0,3688.0,4.0,9.0,226.0,14.0,7.0
san lorenzo,82119,-32.695030212,-60.730968475,santa fe,157255.0,94.0,33.0,51.0,96.0,48350.0,48418.0,12.0,44502.0,7.0,9.0,876.0,6.0,3.0
martires,26063,-43.690174103,-67.194381714,chubut,778.0,60.0,0.0,0.0,76.0,287.0,296.0,19.0,260.0,9.0,14.0,14.0,10.0,4.0
25 de mayo,22168,-26.612934657,-59.904048807,chaco,29215.0,75.0,23.0,0.0,70.0,7532.0,7538.0,22.0,6758.0,10.0,20.0,799.0,26.0,12.0
pilagas,34042,-24.9895438,-58.6912886,formosa,18399.0,52.0,0.0,0.0,72.0,4794.0,4810.0,19.0,4696.0,2.0,24.0,1053.0,18.0,9.0
simoca,90091,-27.409250259,-65.268943787,tucuman,30876.0,52.0,9.0,10.0,87.0,7875.0,7878.0,17.0,7488.0,4.0,11.0,488.0,18.0,8.0
cushamen,26014,-42.03927359,-71.56551616,chubut,20919.0,75.0,9.0,57.0,78.0,6714.0,6849.0,14.0,5968.0,11.0,16.0,376.0,11.0,3.0
cruz alta,90014,-27.0201218,-65.0182022,tucuman,180499.0,82.0,9.0,15.0,90.0,42757.0,42772.0,28.0,38650.0,9.0,15.0,2370.0,16.0,7.0
conhelo,42035,-35.961257935,-64.440666199,la pampa,14077.0,37.0,21.0,79.0,98.0,4996.0,5003.0,9.0,4893.0,2.0,6.0,45.0,2.0,0.0
libertador general san martin,22084,-26.514810346,-59.225561265,chaco,59147.0,80.0,18.0,0.0,70.0,15797.0,15821.0,24.0,3101.0,4.0,19.0,174.0,23.0,11.0
pinamar,6644,-37.164159375,-56.902791438,buenos aires,25728.0,67.0,36.0,82.0,97.0,8205.0,8326.0,9.0,7744.0,5.0,8.0,260.0,8.0,4.0
rosario de la frontera,66140,-25.89667,-64.7655,salta,28993.0,87.0,63.0,41.0,82.0,7803.0,7818.0,20.0,7029.0,9.0,14.0,355.0,14.0,5.0
rivadavia,70084,-31.528684115,-68.598203792,san juan,82641.0,96.0,26.0,72.0,95.0,21910.0,21926.0,15.0,20077.0,8.0,11.0,766.0,6.0,3.0
matacos,34028,-23.675008774,-62.312923431,formosa,14375.0,65.0,0.0,0.0,56.0,3363.0,3372.0,27.0,3202.0,4.0,16.0,384.0,31.0,16.0
rio hondo,86147,-27.60805727,-64.54365708,santiago del estero,54867.0,53.0,41.0,15.0,84.0,13567.0,13643.0,11.0,11432.0,15.0,19.0,510.0,16.0,6.0
obera,54091,-27.392909097,-55.122770418,misiones,107501.0,68.0,23.0,0.0,84.0,30016.0,30070.0,20.0,29240.0,2.0,11.0,2573.0,14.0,4.0
general lavalle,6336,-36.554420636,-57.077420575,buenos aires,3700.0,47.0,29.0,76.0,98.0,1176.0,1183.0,12.0,1146.0,2.0,6.0,47.0,7.0,3.0
san cayetano,6742,-38.674057696,-59.499359487,buenos aires,8399.0,83.0,72.0,81.0,97.0,2961.0,2968.0,8.0,2904.0,1.0,3.0,44.0,2.0,1.0
general belgrano,6301,-35.834410002,-58.477360025,buenos aires,17365.0,73.0,29.0,61.0,96.0,6008.0,6027.0,10.0,5879.0,2.0,4.0,138.0,3.0,2.0
gualeguay,30049,-33.558718237,-59.480520131,entre rios,51883.0,88.0,75.0,25.0,93.0,16153.0,16185.0,12.0,15312.0,5.0,7.0,355.0,7.0,3.0
burruyacu,90007,-26.36994,-64.78136,tucuman,36951.0,61.0,2.0,0.0,85.0,8807.0,8818.0,29.0,8394.0,4.0,13.0,818.0,22.0,7.0
santa rosa,10098,-28.045031938,-65.278456151,catamarca,12034.0,91.0,0.0,0.0,81.0,3096.0,3123.0,9.0,2914.0,5.0,9.0,121.0,15.0,7.0
tumbaya,38098,-23.832056045,-65.475578308,jujuy,4658.0,68.0,29.0,0.0,54.0,1284.0,1315.0,25.0,1149.0,10.0,27.0,217.0,18.0,5.0
dolores,6238,-36.3899064,-57.6947905,buenos aires,27042.0,74.0,41.0,77.0,96.0,9004.0,9026.0,11.0,8767.0,2.0,4.0,133.0,3.0,1.0
guatrache,42070,-37.57537932,-63.54911308,la pampa,8831.0,82.0,4.0,77.0,97.0,3202.0,3220.0,8.0,3164.0,1.0,2.0,27.0,6.0,0.0
loreto,86105,-28.476353257,-64.045073961,santiago del estero,20036.0,57.0,0.0,0.0,77.0,4782.0,4789.0,23.0,4418.0,7.0,23.0,781.0,19.0,7.0
villaguay,30113,-31.77167964,-59.570914493,entre rios,48965.0,82.0,67.0,14.0,90.0,14726.0,14748.0,16.0,14145.0,3.0,7.0,464.0,8.0,4.0
general roca,62042,-39.13837603,-66.909520748,rio negro,320921.0,93.0,71.0,83.0,95.0,99433.0,99564.0,14.0,95146.0,4.0,7.0,3224.0,9.0,4.0
la costa,6420,-36.488397629,-56.700435258,buenos aires,69633.0,25.0,65.0,42.0,93.0,23949.0,24114.0,12.0,23241.0,2.0,5.0,492.0,5.0,3.0
general guemes,66049,-24.75876236,-64.993942261,salta,47226.0,94.0,44.0,39.0,86.0,11562.0,11575.0,18.0,10540.0,8.0,12.0,455.0,15.0,7.0
rio segundo,14119,-31.597730006,-63.245539405,cordoba,103718.0,94.0,9.0,55.0,97.0,32090.0,32154.0,9.0,30976.0,3.0,4.0,276.0,4.0,2.0
lago buenos aires,78035,-46.04208374,-71.658737183,santa cruz,8750.0,90.0,76.0,74.0,89.0,2571.0,2600.0,11.0,2432.0,5.0,8.0,71.0,7.0,2.0
valcheta,62084,-41.214345515,-66.338309668,rio negro,7101.0,83.0,15.0,65.0,84.0,2053.0,2061.0,16.0,1973.0,3.0,7.0,70.0,11.0,3.0
marcos paz,6525,-34.776242,-58.9395696,buenos aires,54181.0,86.0,30.0,68.0,95.0,14656.0,14672.0,13.0,14029.0,4.0,8.0,667.0,12.0,6.0
cordoba capital,14014,-31.478788376,-64.145095825,cordoba,1329604.0,98.0,50.0,68.0,96.0,414237.0,414845.0,12.0,383594.0,7.0,8.0,5248.0,5.0,3.0
puelen,42112,-37.95782503,-67.82531198,la pampa,9468.0,87.0,72.0,80.0,92.0,2790.0,2806.0,15.0,2668.0,4.0,7.0,101.0,10.0,4.0
doctor manuel belgrano,38021,-24.029388428,-65.647422791,jujuy,265249.0,98.0,71.0,54.0,89.0,71061.0,71208.0,17.0,63119.0,11.0,15.0,2876.0,11.0,4.0
la cocha,90049,-27.756055832,-65.599121094,tucuman,19002.0,86.0,0.0,0.0,84.0,4607.0,4610.0,18.0,4189.0,9.0,14.0,233.0,20.0,9.0
ancasti,10014,-28.926935319,-65.520772291,catamarca,2917.0,40.0,0.0,0.0,77.0,786.0,795.0,11.0,756.0,3.0,12.0,69.0,25.0,5.0
la caldera,66077,-24.57701543,-65.368728969,salta,7763.0,78.0,0.0,32.0,84.0,2088.0,2097.0,17.0,1846.0,11.0,18.0,135.0,15.0,5.0
tordillo,6812,-36.4708183,-57.1914178,buenos aires,1764.0,45.0,0.0,76.0,97.0,558.0,563.0,14.0,536.0,3.0,8.0,28.0,7.0,3.0
chilecito,46042,-29.10233846,-67.60548106,la rioja,49432.0,95.0,54.0,0.0,90.0,13300.0,13350.0,11.0,12640.0,4.0,11.0,542.0,12.0,5.0
chivilcoy,6224,-34.9440654,-60.1765372,buenos aires,64185.0,82.0,54.0,51.0,96.0,22083.0,22119.0,9.0,21275.0,3.0,4.0,257.0,3.0,1.0
paso de indios,26070,-44.465560913,-68.474082947,chubut,1867.0,69.0,29.0,0.0,63.0,649.0,656.0,23.0,633.0,2.0,7.0,30.0,7.0,2.0
la rioja capital,46014,-29.725196838,-66.606086731,la rioja,180995.0,95.0,78.0,23.0,93.0,48916.0,48982.0,10.0,45779.0,6.0,10.0,1880.0,10.0,5.0
avellaneda,6035,-34.675005648,-58.310563425,buenos aires,342677.0,99.0,67.0,49.0,93.0,113142.0,113225.0,12.0,103661.0,8.0,5.0,2736.0,5.0,2.0
salta capital,66028,-24.704942034,-65.470510545,salta,536113.0,97.0,83.0,62.0,90.0,137000.0,137340.0,14.0,119603.0,12.0,16.0,5762.0,12.0,6.0
9 de julio,62049,-41.250133514,-66.896430969,rio negro,3475.0,79.0,0.0,0.0,74.0,1123.0,1131.0,20.0,979.0,12.0,18.0,63.0,16.0,4.0
general roca,14035,-34.8188719,-63.3857113,cordoba,35645.0,29.0,18.0,14.0,96.0,11608.0,11639.0,10.0,11340.0,2.0,4.0,209.0,6.0,2.0
eldorado,54042,-26.15509937,-54.58240989,misiones,78221.0,82.0,4.0,0.0,86.0,21635.0,21673.0,20.0,20841.0,3.0,10.0,1378.0,14.0,4.0
general arenales,6294,-34.3397918,-61.3746941,buenos aires,14903.0,82.0,35.0,49.0,96.0,5327.0,5341.0,10.0,5248.0,1.0,2.0,68.0,2.0,0.0
san martin,70091,-31.492270107,-68.300502855,san juan,11115.0,85.0,22.0,0.0,90.0,2675.0,2677.0,30.0,2477.0,7.0,19.0,321.0,13.0,6.0
sauce,18175,-29.988078116,-58.535707658,corrientes,9032.0,82.0,43.0,0.0,76.0,2514.0,2521.0,16.0,2470.0,1.0,9.0,195.0,14.0,6.0
chimbas,70042,-31.495614115,-68.563706793,san juan,87258.0,94.0,2.0,51.0,92.0,20846.0,20853.0,20.0,18619.0,10.0,16.0,1122.0,11.0,6.0
la pampa capital,42021,-36.68302536,-64.193794251,la pampa,105312.0,93.0,88.0,91.0,98.0,35598.0,35697.0,8.0,34483.0,3.0,4.0,345.0,3.0,2.0
victoria,30105,-32.957337,-60.049086,entre rios,35767.0,86.0,50.0,20.0,92.0,11063.0,11097.0,20.0,10604.0,4.0,7.0,384.0,8.0,4.0
trenel,42147,-35.741376357,-64.447959893,la pampa,5426.0,90.0,45.0,82.0,97.0,1852.0,1859.0,8.0,1815.0,1.0,3.0,27.0,2.0,1.0
chapaleufu,42056,-35.02186343,-63.818977368,la pampa,11620.0,77.0,51.0,84.0,97.0,3984.0,3994.0,15.0,3890.0,2.0,2.0,47.0,4.0,2.0
san antonio,38056,-24.373626709,-65.604064941,jujuy,4466.0,64.0,22.0,0.0,78.0,1239.0,1239.0,22.0,1136.0,8.0,21.0,163.0,22.0,8.0
ciudad de buenos aires,2000,-34.613291729,-58.388751736,ciudad de buenos aires,,,,,,,,,,,,,,
vera,82133,-29.725727982,-60.289512873,santa fe,51494.0,82.0,22.0,0.0,84.0,14756.0,14803.0,22.0,13956.0,5.0,11.0,897.0,14.0,6.0
12 de octubre,22036,-27.34587947,-61.4341435,chaco,22281.0,23.0,0.0,0.0,81.0,6021.0,6033.0,25.0,5769.0,4.0,15.0,669.0,22.0,6.0
los lagos,58070,-40.727523804,-71.677230835,neuquen,11998.0,84.0,1.0,79.0,88.0,3623.0,3790.0,15.0,3473.0,4.0,8.0,144.0,6.0,1.0
guachipas,66063,-25.77241,-65.34234,salta,3187.0,62.0,44.0,0.0,56.0,906.0,912.0,21.0,849.0,6.0,22.0,143.0,27.0,6.0
godoy cruz,50021,-32.921528315,-68.854923183,mendoza,191903.0,98.0,94.0,88.0,97.0,14748.0,57461.0,12.0,14113.0,4.0,9.0,310.0,3.0,2.0
general belgrano,46063,-30.557228088,-66.160728455,la rioja,7370.0,94.0,0.0,0.0,83.0,2149.0,2157.0,8.0,2077.0,3.0,9.0,137.0,16.0,4.0
pehuenches,58091,-36.925289154,-69.985023498,neuquen,24087.0,95.0,51.0,81.0,91.0,7196.0,7233.0,12.0,6742.0,6.0,15.0,633.0,15.0,5.0
santa maria,14147,-31.55910043,-64.19196866,cordoba,98188.0,88.0,24.0,29.0,94.0,28144.0,28275.0,14.0,26707.0,5.0,6.0,424.0,8.0,4.0
gastre,26049,-42.841125488,-68.456611633,chubut,1427.0,51.0,0.0,0.0,45.0,512.0,522.0,22.0,421.0,17.0,21.0,17.0,12.0,2.0
monteros,90070,-27.138624191,-65.443618774,tucuman,63641.0,89.0,28.0,19.0,91.0,15944.0,15961.0,17.0,14965.0,6.0,8.0,432.0,13.0,6.0
tupungato,50126,-33.300084738,-69.17169565,mendoza,32524.0,84.0,39.0,41.0,87.0,8530.0,8551.0,15.0,7838.0,8.0,13.0,460.0,16.0,8.0
san fernando,6749,-34.2256455,-58.5931568,buenos aires,163240.0,97.0,77.0,58.0,97.0,49384.0,49466.0,14.0,44745.0,9.0,12.0,1592.0,8.0,4.0
apostoles,54007,-28.066221237,-55.598537445,misiones,42249.0,79.0,4.0,0.0,84.0,11556.0,11569.0,18.0,11057.0,4.0,17.0,1525.0,19.0,4.0
malvinas argentinas,6515,-34.454455058,-58.706241741,buenos aires,322375.0,10.0,2.0,39.0,96.0,89338.0,89384.0,17.0,80186.0,10.0,15.0,4348.0,12.0,5.0
coronel suarez,6203,-37.6402741,-62.0066225,buenos aires,38320.0,80.0,40.0,76.0,96.0,8191.0,13469.0,7.0,13104.0,2.0,3.0,128.0,2.0,0.0
2 de abril,22039,-27.597486358,-61.131970665,chaco,7432.0,1.0,0.0,0.0,84.0,2121.0,2124.0,14.0,2018.0,4.0,10.0,114.0,18.0,4.0
formosa,34014,-25.738264083,-57.920059208,formosa,234354.0,90.0,59.0,0.0,89.0,62621.0,62695.0,21.0,56190.0,10.0,16.0,4040.0,15.0,7.0
loberia,6476,-37.7714343,-58.6447231,buenos aires,17523.0,81.0,61.0,34.0,93.0,5902.0,5920.0,10.0,5750.0,2.0,4.0,96.0,4.0,1.0
parana,30084,-31.885412846,-60.234448335,entre rios,339930.0,96.0,70.0,41.0,96.0,105030.0,105198.0,13.0,99572.0,5.0,6.0,1400.0,5.0,2.0
san ignacio,54098,-27.251232072,-55.530492495,misiones,57728.0,69.0,0.0,0.0,80.0,15532.0,15570.0,23.0,14851.0,4.0,15.0,1724.0,19.0,5.0
comuna 13,2013,-34.554881524,-58.450289095,ciudad de buenos aires,231331.0,99.0,99.0,97.0,99.0,100195.0,100657.0,9.0,97732.0,2.0,3.0,209.0,1.0,0.0
lanus,6434,-34.69095715,-58.383862849,buenos aires,459263.0,99.0,37.0,49.0,95.0,149594.0,149698.0,13.0,137132.0,8.0,11.0,2144.0,4.0,2.0
palpala,38042,-24.18229866,-65.207740784,jujuy,52631.0,98.0,74.0,35.0,89.0,13225.0,13238.0,16.0,11931.0,9.0,13.0,498.0,11.0,4.0
ayacucho,6042,-37.2159908,-58.6862018,buenos aires,20337.0,84.0,73.0,43.0,93.0,6967.0,6984.0,8.0,6768.0,2.0,10.0,108.0,4.0,2.0
santiago del estero capital,86049,-27.80983349,-64.48893926,santiago del estero,267125.0,97.0,41.0,45.0,92.0,68793.0,68878.0,8.0,64348.0,6.0,9.0,1873.0,9.0,4.0
salliquelo,6721,-36.568990828,-63.087622957,buenos aires,8644.0,88.0,39.0,42.0,96.0,3162.0,3178.0,10.0,3098.0,2.0,4.0,21.0,1.0,0.0
famatina,46049,-28.9015462,-67.5409052,la rioja,5863.0,95.0,0.0,0.0,89.0,1711.0,1717.0,15.0,1659.0,3.0,18.0,264.0,16.0,4.0
